nome,nome_civil,partido,uf,periodo_mandato,telefones,email,data_nascimento,naturalidade,profissao,formacao,numero_mandatos,comissoes,link_perfil,fonte_dados,url_fonte,data_extracao,metodo_extracao
Rosangela Gomes (REPUBLICANOS-RJ),"Rosangela Gomes
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,27/12/1966,Rio de Janeiro - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178945,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rosangela Moro (UNIAO-SP),Rosangela Moro,,,2023 - 2027,(61) 3215-5434,dep.rosangelamoro@camara.leg.br,28/05/1974,Curitiba - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220644,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Rosângela Reis (PL-MG),Rosângela Reis,PL,MG,2023 - 2027,(61) 3215-5844,dep.rosangelareis@camara.leg.br,18/04/1963,Mesquita - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220620,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Roseana Sarney (MDB-MA),"Roseana Sarney
                    

Não está em exercício",MDB,MA,3216 - 0000,(61) 3216-0000,,01/06/1953,São Luís - MA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/73806,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Sâmia Bomfim (PSOL-SP),Sâmia Bomfim,PSOL,SP,2023 - 2027,(61) 3215-5642,dep.samiabomfim@camara.leg.br,22/08/1989,Presidente Prudente - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204535,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Silvia Cristina (PP-RO),Silvia Cristina,PP,RO,2023 - 2027,(61) 3215-5524,dep.silviacristina@camara.leg.br,15/01/1974,Linhares - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204360,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Silvia Waiãpi (PL-AP),"Silvia Waiãpi
                    

Não está em exercício",PL,AP,3216 - 0000,(61) 3216-0000,,29/08/1975,Macapá - AP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220579,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Silvye Alves (UNIAO-GO),Silvye Alves,,,2023 - 2027,(61) 3215-5850,dep.silvyealves@camara.leg.br,08/11/1980,Goiânia - GO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220569,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Simone Marquetto (MDB-SP),Simone Marquetto,MDB,SP,2023 - 2027,(61) 3215-5834,dep.simonemarquetto@camara.leg.br,20/09/1975,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220651,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Socorro Neri (PP-AC),Socorro Neri,PP,AC,2023 - 2027,(61) 3215-5342,dep.socorroneri@camara.leg.br,19/05/1966,Tarauacá - AC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/104552,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Sônia Guajajara (PSOL-SP),"Sônia Guajajara
                    

Não está em exercício",PSOL,SP,3216 - 0000,(61) 3216-0000,,06/03/1974,Imperatriz - MA,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220643,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Sonize Barbosa (PL-AP),"Sonize Barbosa
                    

Não está em exercício",PL,AP,3216 - 0000,(61) 3216-0000,,12/05/1971,Macapá - AP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220575,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Soraya Santos (PL-RJ),Soraya Santos,PL,RJ,2023 - 2027,(61) 3215-5324,dep.sorayasantos@camara.leg.br,04/12/1958,Macaé - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178946,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Tabata Amaral (PSB-SP),Tabata Amaral,PSB,SP,2023 - 2027,(61) 3215-5848,dep.tabataamaral@camara.leg.br,14/11/1993,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204534,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Talíria Petrone (PSOL-RJ),Talíria Petrone,PSOL,RJ,2023 - 2027,(61) 3215-5193,dep.taliriapetrone@camara.leg.br,09/04/1985,Niterói - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204464,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Yandra Moura (UNIAO-SE),Yandra Moura,,,2023 - 2027,(61) 3215-5493,dep.yandramoura@camara.leg.br,25/04/1994,Aracaju - SE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/220564,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Alê Silva (REPUBLICANOS-MG),"Alê Silva 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,04/07/1974,Petrópolis - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204545,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Aline Sleutjes (PROS-PR),"Aline Sleutjes 
                    

Não está em exercício",PROS,PR,3216 - 0000,(61) 3216-0000,,26/07/1979,Castro - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204400,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Andreia Zito (PSD-RJ),"Andreia Zito
                    

Não está em exercício",PSD,RJ,3216 - 0000,(61) 3216-0000,,13/07/1974,Rio de Janeiro - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/141379,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Angela Amin (PP-SC),"Angela Amin 
                    

Não está em exercício",PP,SC,3216 - 0000,(61) 3216-0000,,20/12/1953,Indaial - SC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/73696,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Áurea Carolina (PSOL-MG),"Áurea Carolina 
                    

Não está em exercício",PSOL,MG,3216 - 0000,(61) 3216-0000,,20/11/1983,Tucuruí - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204509,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Bia Cavassa (PSDB-MS),"Bia Cavassa 
                    

Não está em exercício",PSDB,MS,3216 - 0000,(61) 3216-0000,,14/01/1969,Corumbá - MS,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/207176,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Bruna Furlan (PSDB-SP),"Bruna Furlan 
                    

Não está em exercício",PSDB,SP,3216 - 0000,(61) 3216-0000,,28/04/1983,Barueri - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160589,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Celina Leão (PP-DF),"Celina Leão 
                    

Não está em exercício",PP,DF,3216 - 0000,(61) 3216-0000,,02/03/1977,Goiânia - GO,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204380,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Christiane de Souza Yared (PP-PR),"Christiane de Souza Yared 
                    

Não está em exercício",PP,PR,3216 - 0000,(61) 3216-0000,,23/02/1960,Curitiba - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178928,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=5,2025-12-07 15:59:31,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Clarissa Garotinho (UNIAO-RJ),"Clarissa Garotinho 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,02/07/1982,Campos dos Goytacazes - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178939,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Dra. Soraya Manato (PTB-ES),"Dra. Soraya Manato 
                    

Não está em exercício",PTB,ES,3216 - 0000,(61) 3216-0000,,10/03/1961,Linhares - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/81297,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Dra. Vanda Milani (PROS-AC),"Dra. Vanda Milani 
                    

Não está em exercício",PROS,AC,3216 - 0000,(61) 3216-0000,,17/09/1953,Cedral - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204434,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Dulce Miranda (MDB-TO),"Dulce Miranda 
                    

Não está em exercício",MDB,TO,3216 - 0000,(61) 3216-0000,,15/12/1963,Pocrane - MG,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178994,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Edna Henrique (REPUBLICANOS-PB),"Edna Henrique 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,04/09/1958,Xique-Xique - BA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204421,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Flávia Arruda (PL-DF),"Flávia Arruda 
                    

Não está em exercício",PL,DF,3216 - 0000,(61) 3216-0000,,21/01/1980,Brasília - DF,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204354,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Flordelis (PSD-RJ),"Flordelis 
                    

Não está em exercício",PSD,RJ,3216 - 0000,(61) 3216-0000,,05/02/1961,Rio de Janeiro - RJ,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204447,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Gorete Pereira (PL-CE),"Gorete Pereira
                    

Não está em exercício",PL,CE,3216 - 0000,(61) 3216-0000,,10/04/1952,Juazeiro do Norte - CE,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/129618,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Iracema Portella (PP-PI),"Iracema Portella 
                    

Não está em exercício",PP,PI,3216 - 0000,(61) 3216-0000,,23/04/1966,Teresina - PI,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/67138,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Jaqueline Cassol (PP-RO),"Jaqueline Cassol 
                    

Não está em exercício",PP,RO,3216 - 0000,(61) 3216-0000,,03/12/1974,São Miguel do Oeste - SC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/108338,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Jéssica Sales (MDB-AC),"Jéssica Sales 
                    

Não está em exercício",MDB,AC,3216 - 0000,(61) 3216-0000,,28/11/1980,Cruzeiro do Sul - AC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178839,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Joenia Wapichana (REDE-RR),"Joenia Wapichana 
                    

Não está em exercício",REDE,RR,3216 - 0000,(61) 3216-0000,,20/04/1973,Boa Vista - RR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204468,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Joice Hasselmann (PSDB-SP),"Joice Hasselmann 
                    

Não está em exercício",PSDB,SP,3216 - 0000,(61) 3216-0000,,29/01/1978,Ponta Grossa - PR,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204546,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Lauriete (PSC-ES),"Lauriete 
                    

Não está em exercício",PSC,ES,3216 - 0000,(61) 3216-0000,,23/02/1970,Vila Velha - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/160534,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Leda Sadala (PP-AP),"Leda Sadala 
                    

Não está em exercício",PP,AP,3216 - 0000,(61) 3216-0000,,11/06/1966,Almeirim - PA,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204375,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Liziane Bayer (REPUBLICANOS-RS),"Liziane Bayer 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,24/01/1981,São Pedro do Sul - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204405,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Major Fabiana (PL-RJ),"Major Fabiana 
                    

Não está em exercício",PL,RJ,3216 - 0000,(61) 3216-0000,,09/01/1980,Rio de Janeiro - RJ,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204458,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Mara Rocha (MDB-AC),"Mara Rocha 
                    

Não está em exercício",MDB,AC,3216 - 0000,(61) 3216-0000,,04/09/1973,Rio Branco - AC,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204471,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Marcia Scherer (MDB-RS),"Marcia Scherer
                    

Não está em exercício",MDB,RS,3216 - 0000,(61) 3216-0000,,05/11/1969,Arroio do Meio - RS,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/221147,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Margarete Coelho (PP-PI),"Margarete Coelho 
                    

Não está em exercício",PP,PI,3216 - 0000,(61) 3216-0000,,12/03/1961,São Raimundo Nonato - PI,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204430,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Margarida Salomão (PT-MG),"Margarida Salomão 
                    

Não está em exercício",PT,MG,3216 - 0000,(61) 3216-0000,,10/06/1950,Juiz de Fora - MG,,,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/171619,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Mariana Carvalho (REPUBLICANOS-RO),"Mariana Carvalho 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,26/11/1986,São Paulo - SP,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/178956,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Marília Arraes (SOLIDARIEDADE-PE),"Marília Arraes 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,12/04/1984,Recife - PE,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204428,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Marina Santos (REPUBLICANOS-PI),"Marina Santos 
                    

Não está em exercício",,,3216 - 0000,(61) 3216-0000,,13/09/1980,Picos - PI,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/204432,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
Norma Ayub (PP-ES),"Norma Ayub 
                    

Não está em exercício",PP,ES,3216 - 0000,(61) 3216-0000,,07/09/1959,Vitória - ES,,s,,"Agência Câmara de Notícias
Rádio Câmara
TV Câmara
Banco de Imagens
Assessoria de Imprensa
Comprove uma notícia",https://www.camara.leg.br/deputados/66179,Web Scraping HTML,https://www.camara.leg.br/deputados/quem-sao/resultado?search=&partido=&uf=&legislatura=&sexo=F&pagina=6,2025-12-07 15:59:33,BeautifulSoup - Câmara dos Deputados (filtro sexo=F)
